lemma,global_position,role,deprel,partner_lemma
thumb,46080,dependent,obj,hang
thumb,46080,head,nmod:poss,his
in,46081,dependent,case,loop
the,46082,dependent,det,loop
loop,46083,dependent,obl,hang
loop,46083,head,case,in
loop,46083,head,det,the
loop,46083,head,nmod,watchchain
of,46084,dependent,case,watchchain
his,46085,dependent,nmod:poss,watchchain
gold,46086,dependent,compound,watchchain
watchchain,46087,dependent,nmod,loop
watchchain,46087,head,case,of
watchchain,46087,head,nmod:poss,his
watchchain,46087,head,compound,gold
and,46088,dependent,cc,speak
speak,46089,dependent,conj,hang
speak,46089,head,cc,and
speak,46089,head,obl,tone
speak,46089,head,obl,smile
in,46090,dependent,case,tone
a,46091,dependent,det,tone
discreet,46092,dependent,amod,tone
tone,46093,dependent,obl,speak
tone,46093,head,case,in
tone,46093,head,det,a
tone,46093,head,amod,discreet
to,46094,dependent,case,smile
their,46095,dependent,nmod:poss,smile
vacant,46096,dependent,amod,smile
smile,46097,dependent,obl,speak
smile,46097,head,case,to
smile,46097,head,nmod:poss,their
smile,46097,head,amod,vacant
.,46098,dependent,punct,hang
—,46099,dependent,punct,tell
they,46100,dependent,nsubj,tell
tell,46101,head,punct,—
tell,46101,head,nsubj,they
tell,46101,head,obj,story
tell,46101,head,parataxis,say
tell,46101,head,punct,.
the,46102,dependent,det,story
story,46103,dependent,obj,tell
story,46103,head,det,the
",",46104,dependent,punct,say
he,46105,dependent,nsubj,say
say,46106,dependent,parataxis,tell
say,46106,head,punct,","
say,46106,head,nsubj,he
say,46106,head,ccomp,come
",",46107,dependent,punct,come
that,46108,dependent,mark,come
two,46109,dependent,nummod,drunk
drunk,46110,dependent,nsubj,come
drunk,46110,head,nummod,two
come,46111,dependent,ccomp,say
come,46111,head,punct,","
come,46111,head,mark,that
come,46111,head,nsubj,drunk
come,46111,head,compound:prt,out
come,46111,head,advmod,here
come,46111,head,obl:unmarked,evening
come,46111,head,advcl,look
out,46112,dependent,compound:prt,come
here,46113,dependent,advmod,come
one,46114,dependent,nummod,evening
foggy,46115,dependent,amod,evening
evening,46116,dependent,obl:unmarked,come
evening,46116,head,nummod,one
evening,46116,head,amod,foggy
to,46117,dependent,mark,look
look,46118,dependent,advcl,come
look,46118,head,mark,to
look,46118,head,obl,grave
for,46119,dependent,case,grave
the,46120,dependent,det,grave
grave,46121,dependent,obl,look
grave,46121,head,case,for
grave,46121,head,det,the
grave,46121,head,nmod,friend
of,46122,dependent,case,friend
a,46123,dependent,det,friend
friend,46124,dependent,nmod,grave
friend,46124,head,case,of
friend,46124,head,det,a
friend,46124,head,nmod,their
of,46125,dependent,case,their
their,46126,dependent,nmod,friend
their,46126,head,case,of
.,46127,dependent,punct,tell
they,46128,dependent,nsubj,ask
ask,46129,head,nsubj,they
ask,46129,head,obl,mulcahy
ask,46129,head,obl,coombe
ask,46129,head,conj,tell
ask,46129,head,punct,.
for,46130,dependent,case,mulcahy
mulcahy,46131,dependent,obl,ask
mulcahy,46131,head,case,for
from,46132,dependent,case,coombe
the,46133,dependent,det,coombe
coombe,46134,dependent,obl,ask
coombe,46134,head,case,from
coombe,46134,head,det,the
and,46135,dependent,cc,tell
be,46136,dependent,aux:pass,tell
tell,46137,dependent,conj,ask
tell,46137,head,cc,and
tell,46137,head,aux:pass,be
tell,46137,head,advcl,bury
where,46138,dependent,advmod,bury
he,46139,dependent,nsubj:pass,bury
be,46140,dependent,aux:pass,bury
bury,46141,dependent,advcl,tell
bury,46141,head,advmod,where
bury,46141,head,nsubj:pass,he
bury,46141,head,aux:pass,be
.,46142,dependent,punct,ask
after,46143,dependent,mark,traip
traip,46144,dependent,advcl,find
traip,46144,head,mark,after
traip,46144,head,advmod,about
traip,46144,head,obl,fog
about,46145,dependent,advmod,traip
in,46146,dependent,case,fog
the,46147,dependent,det,fog
fog,46148,dependent,obl,traip
fog,46148,head,case,in
fog,46148,head,det,the
they,46149,dependent,nsubj,find
find,46150,head,advcl,traip
find,46150,head,nsubj,they
find,46150,head,obj,grave
find,46150,head,xcomp,sure
find,46150,head,punct,.
the,46151,dependent,det,grave
grave,46152,dependent,obj,find
grave,46152,head,det,the
sure,46153,dependent,xcomp,find
sure,46153,head,advmod,enough
enough,46154,dependent,advmod,sure
.,46155,dependent,punct,find
one,46156,dependent,nsubj,spell
one,46156,head,nmod,drunk
of,46157,dependent,case,drunk
the,46158,dependent,det,drunk
drunk,46159,dependent,nmod,one
drunk,46159,head,case,of
drunk,46159,head,det,the
spell,46160,head,nsubj,one
spell,46160,head,compound:prt,out
spell,46160,head,obj,name
spell,46160,head,punct,.
out,46161,dependent,compound:prt,spell
the,46162,dependent,det,name
name,46163,dependent,obj,spell
name,46163,head,det,the
name,46163,head,appos,terence
:,46164,dependent,punct,terence
terence,46165,dependent,appos,name
terence,46165,head,punct,:
terence,46165,head,flat,mulcahy
mulcahy,46166,dependent,flat,terence
.,46167,dependent,punct,spell
the,46168,dependent,det,drunk
other,46169,dependent,amod,drunk
drunk,46170,dependent,nsubj,blink
drunk,46170,head,det,the
drunk,46170,head,amod,other
be,46171,dependent,aux,blink
blink,46172,head,nsubj,drunk
blink,46172,head,aux,be
blink,46172,head,compound:prt,up
blink,46172,head,obl,statue
blink,46172,head,punct,.
up,46173,dependent,compound:prt,blink
at,46174,dependent,case,statue
a,46175,dependent,det,statue
statue,46176,dependent,obl,blink
statue,46176,head,case,at
statue,46176,head,det,a
statue,46176,head,nmod,saviour
statue,46176,head,acl:relcl,put
of,46177,dependent,case,saviour
our,46178,dependent,nmod:poss,saviour
saviour,46179,dependent,nmod,statue
saviour,46179,head,case,of
saviour,46179,head,nmod:poss,our
the,46180,dependent,det,widow
widow,46181,dependent,nsubj:pass,put
widow,46181,head,det,the
have,46182,dependent,aux,put
get,46183,dependent,aux:pass,put
put,46184,dependent,acl:relcl,statue
put,46184,head,nsubj:pass,widow
put,46184,head,aux,have
put,46184,head,aux:pass,get
put,46184,head,compound:prt,up
up,46185,dependent,compound:prt,put
.,46186,dependent,punct,blink
the,46187,dependent,det,caretaker
caretaker,46188,dependent,nsubj,blink
caretaker,46188,head,det,the
blink,46189,head,nsubj,caretaker
blink,46189,head,compound:prt,up
blink,46189,head,obl,one
blink,46189,head,punct,.
up,46190,dependent,compound:prt,blink
at,46191,dependent,case,one
one,46192,dependent,obl,blink
one,46192,head,case,at
one,46192,head,nmod,sepulchre
of,46193,dependent,case,sepulchre
the,46194,dependent,det,sepulchre
sepulchre,46195,dependent,nmod,one
sepulchre,46195,head,case,of
sepulchre,46195,head,det,the
sepulchre,46195,head,acl:relcl,pass
they,46196,dependent,nsubj,pass
pass,46197,dependent,acl:relcl,sepulchre
pass,46197,head,nsubj,they
.,46198,dependent,punct,blink
he,46199,dependent,nsubj,resume
resume,46200,head,nsubj,he
resume,46200,head,punct,:
:,46201,dependent,punct,resume
—,46202,dependent,punct,and
and,46203,dependent,cc,say
and,46203,head,punct,—
and,46203,head,punct,","
",",46204,dependent,punct,and
after,46205,dependent,mark,blink
blink,46206,dependent,advcl,say
blink,46206,head,mark,after
blink,46206,head,compound:prt,up
blink,46206,head,obl,figure
blink,46206,head,punct,","
blink,46206,head,obl:unmarked,bit
blink,46206,head,punct,","
up,46207,dependent,compound:prt,blink
at,46208,dependent,case,figure
the,46209,dependent,det,figure
sacred,46210,dependent,amod,figure
figure,46211,dependent,obl,blink
figure,46211,head,case,at
figure,46211,head,det,the
figure,46211,head,amod,sacred
",",46212,dependent,punct,blink
_,46213,dependent,punct,bit
not,46214,dependent,advmod,bit
a,46215,dependent,det,bit
bloody,46216,dependent,amod,bit
bit,46217,dependent,obl:unmarked,blink
bit,46217,head,punct,_
bit,46217,head,advmod,not
bit,46217,head,det,a
bit,46217,head,amod,bloody
bit,46217,head,nmod,man_
like,46218,dependent,case,man_
the,46219,dependent,det,man_
man_,46220,dependent,nmod,bit
man_,46220,head,case,like
man_,46220,head,det,the
",",46221,dependent,punct,blink
say,46222,head,cc,and
say,46222,head,advcl,blink
say,46222,head,nsubj,he
say,46222,head,punct,.
he,46223,dependent,nsubj,say
.,46224,dependent,punct,say
_,46225,dependent,punct,mulcahy_
that,46226,dependent,nsubj,mulcahy_
be,46227,dependent,cop,mulcahy_
not,46228,dependent,advmod,mulcahy_
mulcahy_,46229,dependent,ccomp,say
mulcahy_,46229,head,punct,_
mulcahy_,46229,head,nsubj,that
mulcahy_,46229,head,cop,be
mulcahy_,46229,head,advmod,not
mulcahy_,46229,head,punct,","
",",46230,dependent,punct,mulcahy_
say,46231,head,ccomp,mulcahy_
say,46231,head,ccomp,do
say,46231,head,punct,.
he,46232,dependent,nsubj:pass,do
he,46232,head,punct,","
",",46233,dependent,punct,he
_whoever,46234,dependent,advmod,do
do,46235,dependent,ccomp,say
do,46235,head,nsubj:pass,he
do,46235,head,advmod,_whoever
do,46235,head,obj,it_
it_,46236,dependent,obj,do
.,46237,dependent,punct,say
reward,46238,dependent,advcl,fall
reward,46238,head,obl:agent,smile
by,46239,dependent,case,smile
smile,46240,dependent,obl:agent,reward
smile,46240,head,case,by
he,46241,dependent,nsubj,fall
fall,46242,head,advcl,reward
fall,46242,head,nsubj,he
fall,46242,head,advmod,back
fall,46242,head,conj,speak
fall,46242,head,punct,.
back,46243,dependent,advmod,fall
and,46244,dependent,cc,speak
speak,46245,dependent,conj,fall
speak,46245,head,cc,and
speak,46245,head,obl,corny
speak,46245,head,advcl,accept
with,46246,dependent,case,corny
corny,46247,dependent,obl,speak
corny,46247,head,case,with
corny,46247,head,flat,kelleher
kelleher,46248,dependent,flat,corny
",",46249,dependent,punct,accept
accept,46250,dependent,advcl,speak
accept,46250,head,punct,","
accept,46250,head,obj,docket
accept,46250,head,conj,turn
the,46251,dependent,det,docket
docket,46252,dependent,obj,accept
docket,46252,head,det,the
docket,46252,head,acl,give
give,46253,dependent,acl,docket
give,46253,head,obj,he
he,46254,dependent,obj,give
",",46255,dependent,punct,turn
turn,46256,dependent,conj,accept
turn,46256,head,punct,","
turn,46256,head,obj,they
turn,46256,head,compound:prt,over
turn,46256,head,conj,scan
they,46257,dependent,obj,turn
over,46258,dependent,compound:prt,turn
and,46259,dependent,cc,scan
scan,46260,dependent,conj,turn
scan,46260,head,cc,and
scan,46260,head,obj,they
scan,46260,head,advcl,walk
they,46261,dependent,obj,scan
as,46262,dependent,mark,walk
he,46263,dependent,nsubj,walk
walk,46264,dependent,advcl,scan
walk,46264,head,mark,as
walk,46264,head,nsubj,he
.,46265,dependent,punct,fall
—,46266,dependent,punct,do
that,46267,dependent,nsubj:pass,do
be,46268,dependent,aux:pass,do
all,46269,dependent,advmod,do
do,46270,head,punct,—
do,46270,head,nsubj:pass,that
do,46270,head,aux:pass,be
do,46270,head,advmod,all
do,46270,head,obl,purpose
do,46270,head,parataxis,explain
do,46270,head,punct,.
with,46271,dependent,case,purpose
a,46272,dependent,det,purpose
purpose,46273,dependent,obl,do
purpose,46273,head,case,with
purpose,46273,head,det,a
",",46274,dependent,punct,explain
martin,46275,dependent,nsubj,explain
martin,46275,head,flat,cunningham
cunningham,46276,dependent,flat,martin
explain,46277,dependent,parataxis,do
explain,46277,head,punct,","
explain,46277,head,nsubj,martin
explain,46277,head,obl,hynes
to,46278,dependent,case,hynes
hynes,46279,dependent,obl,explain
hynes,46279,head,case,to
.,46280,dependent,punct,do
—,46281,dependent,punct,know
i,46282,dependent,nsubj,know
know,46283,dependent,ccomp,say
know,46283,head,punct,—
know,46283,head,nsubj,i
know,46283,head,punct,","
",",46284,dependent,punct,know
hynes,46285,dependent,nsubj,say
say,46286,head,ccomp,know
say,46286,head,nsubj,hynes
say,46286,head,punct,.
.,46287,dependent,punct,say
i,46288,dependent,nsubj,know
know,46289,head,nsubj,i
know,46289,head,obj,that
know,46289,head,punct,.
that,46290,dependent,obj,know
.,46291,dependent,punct,know
—,46292,dependent,punct,cheer
to,46293,dependent,mark,cheer
cheer,46294,dependent,ccomp,say
cheer,46294,head,punct,—
cheer,46294,head,mark,to
cheer,46294,head,compound:prt,up
cheer,46294,head,punct,","
a,46295,dependent,det,up
fellow,46296,dependent,amod,up
up,46297,dependent,compound:prt,cheer
up,46297,head,det,a
up,46297,head,amod,fellow
",",46298,dependent,punct,cheer
martin,46299,dependent,nsubj,say
martin,46299,head,flat,cunningham
cunningham,46300,dependent,flat,martin
say,46301,head,ccomp,cheer
say,46301,head,nsubj,martin
say,46301,head,punct,.
.,46302,dependent,punct,say
it,46303,dependent,nsubj,goodheartedness
be,46304,dependent,cop,goodheartedness
pure,46305,dependent,amod,goodheartedness
goodheartedness,46306,head,nsubj,it
goodheartedness,46306,head,cop,be
goodheartedness,46306,head,amod,pure
goodheartedness,46306,head,parataxis,thing
goodheartedness,46306,head,punct,.
:,46307,dependent,punct,thing
damn,46308,dependent,discourse,thing
the,46309,dependent,det,thing
thing,46310,dependent,parataxis,goodheartedness
thing,46310,head,punct,:
thing,46310,head,discourse,damn
thing,46310,head,det,the
thing,46310,head,amod,else
else,46311,dependent,amod,thing
.,46312,dependent,punct,goodheartedness
mr,46313,dependent,nsubj,admire
mr,46313,head,flat,bloom
bloom,46314,dependent,flat,mr
admire,46315,head,nsubj,mr
admire,46315,head,obj,bulk
admire,46315,head,punct,.
the,46316,dependent,det,caretaker
caretaker,46317,dependent,nmod:poss,bulk
caretaker,46317,head,det,the
caretaker,46317,head,case,'s
's,46318,dependent,case,caretaker
prosperous,46319,dependent,amod,bulk
bulk,46320,dependent,obj,admire
bulk,46320,head,nmod:poss,caretaker
bulk,46320,head,amod,prosperous
.,46321,dependent,punct,admire
all,46322,dependent,nsubj,want
want,46323,head,nsubj,all
want,46323,head,xcomp,term
want,46323,head,punct,.
to,46324,dependent,mark,term
be,46325,dependent,cop,term
on,46326,dependent,case,term
good,46327,dependent,amod,term
term,46328,dependent,xcomp,want
term,46328,head,mark,to
term,46328,head,cop,be
term,46328,head,case,on
term,46328,head,amod,good
term,46328,head,nmod,he
with,46329,dependent,case,he
he,46330,dependent,nmod,term
he,46330,head,case,with
.,46331,dependent,punct,want
decent,46332,dependent,amod,fellow
fellow,46333,head,amod,decent
fellow,46333,head,vocative,john
fellow,46333,head,conj,sort
fellow,46333,head,punct,.
",",46334,dependent,punct,john
john,46335,dependent,vocative,fellow
john,46335,head,punct,","
john,46335,head,flat,o’connell
o’connell,46336,dependent,flat,john
",",46337,dependent,punct,sort
real,46338,dependent,amod,sort
good,46339,dependent,amod,sort
sort,46340,dependent,conj,fellow
sort,46340,head,punct,","
sort,46340,head,amod,real
sort,46340,head,amod,good
.,46341,dependent,punct,fellow
keys,46342,head,nmod,ad
keys,46342,head,appos,fear
keys,46342,head,punct,.
:,46343,dependent,punct,ad
like,46344,dependent,case,ad
keyes,46345,dependent,nmod:poss,ad
keyes,46345,head,case,'s
's,46346,dependent,case,keyes
ad,46347,dependent,nmod,keys
ad,46347,head,punct,:
ad,46347,head,case,like
ad,46347,head,nmod:poss,keyes
:,46348,dependent,punct,fear
no,46349,dependent,det,fear
fear,46350,dependent,appos,keys
fear,46350,head,punct,:
fear,46350,head,det,no
fear,46350,head,nmod,anyone
of,46351,dependent,case,anyone
anyone,46352,dependent,nmod,fear
anyone,46352,head,case,of
anyone,46352,head,acl,get
get,46353,dependent,acl,anyone
get,46353,head,compound:prt,out
out,46354,dependent,compound:prt,get
.,46355,dependent,punct,keys
no,46356,dependent,det,check
passout,46357,dependent,compound,check
check,46358,head,det,no
check,46358,head,compound,passout
check,46358,head,punct,.
.,46359,dependent,punct,check
_,46360,dependent,goeswith,habea
habea,46361,head,goeswith,_
habea,46361,head,flat,corpus_
habea,46361,head,punct,.
corpus_,46362,dependent,flat,habea
.,46363,dependent,punct,habea
i,46364,dependent,nsubj,see
must,46365,dependent,aux,see
see,46366,head,nsubj,i
see,46366,head,aux,must
see,46366,head,obl,ad
see,46366,head,obl,funeral
see,46366,head,punct,.
about,46367,dependent,case,ad
that,46368,dependent,det,ad
ad,46369,dependent,obl,see
ad,46369,head,case,about
ad,46369,head,det,that
after,46370,dependent,case,funeral
the,46371,dependent,det,funeral
funeral,46372,dependent,obl,see
funeral,46372,head,case,after
funeral,46372,head,det,the
.,46373,dependent,punct,see
do,46374,dependent,aux,write
i,46375,dependent,nsubj,write
write,46376,head,aux,do
write,46376,head,nsubj,i
write,46376,head,obj,ballsbridge
write,46376,head,obl,envelope
write,46376,head,punct,?
ballsbridge,46377,dependent,obj,write
on,46378,dependent,case,envelope
the,46379,dependent,det,envelope
envelope,46380,dependent,obl,write
envelope,46380,head,case,on
envelope,46380,head,det,the
envelope,46380,head,acl:relcl,take
i,46381,dependent,nsubj,take
take,46382,dependent,acl:relcl,envelope
take,46382,head,nsubj,i
take,46382,head,xcomp,cover
take,46382,head,advcl,disturb
to,46383,dependent,mark,cover
cover,46384,dependent,xcomp,take
cover,46384,head,mark,to
when,46385,dependent,advmod,disturb
she,46386,dependent,nsubj,disturb
disturb,46387,dependent,advcl,take
disturb,46387,head,advmod,when
disturb,46387,head,nsubj,she
disturb,46387,head,obj,i
disturb,46387,head,xcomp,write
i,46388,dependent,obj,disturb
write,46389,dependent,xcomp,disturb
write,46389,head,obl,martha
to,46390,dependent,case,martha
martha,46391,dependent,obl,write
martha,46391,head,case,to
?,46392,dependent,punct,write
hope,46393,head,ccomp,chuck
hope,46393,head,punct,.
it,46394,dependent,nsubj:pass,chuck
be,46395,dependent,aux:pass,chuck
not,46396,dependent,advmod,chuck
chuck,46397,dependent,ccomp,hope
chuck,46397,head,nsubj:pass,it
chuck,46397,head,aux:pass,be
