lemma,global_position,role,deprel,partner_lemma
girl,115129,head,appos,veil
girl,115129,head,advmod,awave
girl,115129,head,punct,","
",",115130,dependent,punct,veil
her,115131,dependent,nmod:poss,veil
veil,115132,dependent,appos,girl
veil,115132,head,punct,","
veil,115132,head,nmod:poss,her
awave,115133,dependent,advmod,girl
awave,115133,head,obl,wind
upon,115134,dependent,case,wind
the,115135,dependent,det,wind
wind,115136,dependent,obl,awave
wind,115136,head,case,upon
wind,115136,head,det,the
wind,115136,head,nmod,headland
upon,115137,dependent,case,headland
the,115138,dependent,det,headland
headland,115139,dependent,nmod,wind
headland,115139,head,case,upon
headland,115139,head,det,the
",",115140,dependent,punct,girl
wind,115141,head,nsubj,girl
wind,115141,head,obl,her
wind,115141,head,punct,.
around,115142,dependent,case,her
her,115143,dependent,obl,wind
her,115143,head,case,around
.,115144,dependent,punct,wind
cowley,115145,dependent,nsubj,sing
sing,115146,head,nsubj,cowley
sing,115146,head,punct,:
:,115147,dependent,punct,sing
_,115148,dependent,punct,m’appari
—,115149,dependent,punct,m’appari
m’appari,115150,head,punct,_
m’appari,115150,head,punct,—
m’appari,115150,head,flat,tutt’amor
m’appari,115150,head,list,il
m’appari,115150,head,punct,..._
tutt’amor,115151,dependent,flat,m’appari
:,115152,dependent,punct,il
il,115153,dependent,list,m’appari
il,115153,head,punct,:
il,115153,head,flat,mio
il,115153,head,flat,sguardo
il,115153,head,flat,l’incontr
mio,115154,dependent,flat,il
sguardo,115155,dependent,flat,il
l’incontr,115156,dependent,flat,il
..._,115157,dependent,punct,m’appari
she,115158,dependent,nsubj,wave
wave,115159,head,nsubj,she
wave,115159,head,advcl,unhear
wave,115159,head,obl,depart
wave,115159,head,advcl,wind
wave,115159,head,punct,.
",",115160,dependent,punct,unhear
unhear,115161,dependent,advcl,wave
unhear,115161,head,punct,","
unhear,115161,head,obj,cowley
cowley,115162,dependent,obj,unhear
cowley,115162,head,conj,veil
",",115163,dependent,punct,veil
her,115164,dependent,nmod:poss,veil
veil,115165,dependent,conj,cowley
veil,115165,head,punct,","
veil,115165,head,nmod:poss,her
",",115166,dependent,punct,depart
to,115167,dependent,case,depart
one,115168,dependent,nummod,depart
depart,115169,dependent,obl,wave
depart,115169,head,punct,","
depart,115169,head,case,to
depart,115169,head,nummod,one
depart,115169,head,conj,one
",",115170,dependent,punct,one
dear,115171,dependent,amod,one
one,115172,dependent,conj,depart
one,115172,head,punct,","
one,115172,head,amod,dear
",",115173,dependent,punct,wind
to,115174,dependent,mark,wind
wind,115175,dependent,advcl,wave
wind,115175,head,punct,","
wind,115175,head,mark,to
wind,115175,head,conj,love
wind,115175,head,conj,speed
wind,115175,head,conj,return
",",115176,dependent,punct,love
love,115177,dependent,conj,wind
love,115177,head,punct,","
",",115178,dependent,punct,speed
speed,115179,dependent,conj,wind
speed,115179,head,punct,","
speed,115179,head,obj,sail
sail,115180,dependent,obj,speed
",",115181,dependent,punct,return
return,115182,dependent,conj,wind
return,115182,head,punct,","
.,115183,dependent,punct,wave
—,115184,dependent,punct,go
go,115185,head,punct,—
go,115185,head,compound:prt,on
go,115185,head,vocative,simon
go,115185,head,punct,.
on,115186,dependent,compound:prt,go
",",115187,dependent,punct,simon
simon,115188,dependent,vocative,go
simon,115188,head,punct,","
.,115189,dependent,punct,go
—,115190,dependent,punct,ah
ah,115191,dependent,discourse,do
ah,115191,head,punct,—
ah,115191,head,punct,","
",",115192,dependent,punct,ah
sure,115193,dependent,discourse,do
sure,115193,head,punct,","
",",115194,dependent,punct,sure
my,115195,dependent,nmod:poss,day
dancing,115196,dependent,compound,day
day,115197,dependent,nsubj:pass,do
day,115197,head,nmod:poss,my
day,115197,head,compound,dancing
be,115198,dependent,aux:pass,do
do,115199,head,discourse,ah
do,115199,head,discourse,sure
do,115199,head,nsubj:pass,day
do,115199,head,aux:pass,be
do,115199,head,vocative,ben
do,115199,head,discourse,well
do,115199,head,punct,...
",",115200,dependent,punct,ben
ben,115201,dependent,vocative,do
ben,115201,head,punct,","
...,115202,dependent,punct,well
well,115203,dependent,discourse,do
well,115203,head,punct,...
...,115204,dependent,punct,do
mr,115205,dependent,nsubj,lay
mr,115205,head,flat,dedalus
dedalus,115206,dependent,flat,mr
lay,115207,head,nsubj,mr
lay,115207,head,obj,pipe
lay,115207,head,obl,rest
lay,115207,head,obl,tuningfork
lay,115207,head,conj,touch
lay,115207,head,punct,.
his,115208,dependent,nmod:poss,pipe
pipe,115209,dependent,obj,lay
pipe,115209,head,nmod:poss,his
to,115210,dependent,case,rest
rest,115211,dependent,obl,lay
rest,115211,head,case,to
beside,115212,dependent,case,tuningfork
the,115213,dependent,det,tuningfork
tuningfork,115214,dependent,obl,lay
tuningfork,115214,head,case,beside
tuningfork,115214,head,det,the
and,115215,dependent,cc,touch
and,115215,head,punct,","
",",115216,dependent,punct,and
sit,115217,dependent,advcl,touch
sit,115217,head,punct,","
",",115218,dependent,punct,sit
touch,115219,dependent,conj,lay
touch,115219,head,cc,and
touch,115219,head,advcl,sit
touch,115219,head,obj,key
the,115220,dependent,det,key
obedient,115221,dependent,amod,key
key,115222,dependent,obj,touch
key,115222,head,det,the
key,115222,head,amod,obedient
.,115223,dependent,punct,lay
—,115224,dependent,punct,no
no,115225,dependent,discourse,turn
no,115225,head,punct,—
no,115225,head,punct,","
",",115226,dependent,punct,no
simon,115227,dependent,vocative,turn
simon,115227,head,punct,","
",",115228,dependent,punct,simon
father,115229,dependent,nsubj,turn
father,115229,head,flat,cowley
cowley,115230,dependent,flat,father
turn,115231,head,discourse,no
turn,115231,head,vocative,simon
turn,115231,head,nsubj,father
turn,115231,head,punct,.
.,115232,dependent,punct,turn
play,115233,head,obj,it
play,115233,head,obl,original
play,115233,head,punct,.
it,115234,dependent,obj,play
in,115235,dependent,case,original
the,115236,dependent,det,original
original,115237,dependent,obl,play
original,115237,head,case,in
original,115237,head,det,the
.,115238,dependent,punct,play
one,115239,dependent,nummod,flat
flat,115240,head,nummod,one
flat,115240,head,punct,.
.,115241,dependent,punct,flat
the,115242,dependent,det,key
key,115243,dependent,nsubj,rise
key,115243,head,det,the
key,115243,head,amod,obedient
key,115243,head,punct,","
",",115244,dependent,punct,obedient
obedient,115245,dependent,amod,key
obedient,115245,head,punct,","
",",115246,dependent,punct,key
rise,115247,head,nsubj,key
rise,115247,head,xcomp,high
rise,115247,head,advcl,tell
rise,115247,head,conj,falter
rise,115247,head,conj,confess
rise,115247,head,punct,.
high,115248,dependent,xcomp,rise
",",115249,dependent,punct,tell
tell,115250,dependent,advcl,rise
tell,115250,head,punct,","
",",115251,dependent,punct,falter
falter,115252,dependent,conj,rise
falter,115252,head,punct,","
",",115253,dependent,punct,confess
confess,115254,dependent,conj,rise
confess,115254,head,punct,","
confess,115254,head,conj,confused
",",115255,dependent,punct,confused
confused,115256,dependent,conj,confess
confused,115256,head,punct,","
.,115257,dependent,punct,rise
up,115258,dependent,case,stage
stage,115259,dependent,obl,strode
stage,115259,head,case,up
strode,115260,head,obl,stage
strode,115260,head,obj,father
strode,115260,head,punct,.
father,115261,dependent,obj,strode
father,115261,head,flat,cowley
cowley,115262,dependent,flat,father
.,115263,dependent,punct,strode
—,115264,dependent,punct,here
here,115265,dependent,ccomp,say
here,115265,head,punct,—
",",115266,dependent,punct,simon
simon,115267,dependent,vocative,accompany
simon,115267,head,punct,","
simon,115267,head,punct,","
",",115268,dependent,punct,simon
i,115269,dependent,nsubj,accompany
will,115270,dependent,aux,accompany
accompany,115271,dependent,ccomp,say
accompany,115271,head,vocative,simon
accompany,115271,head,nsubj,i
accompany,115271,head,aux,will
accompany,115271,head,obj,you
accompany,115271,head,punct,","
you,115272,dependent,obj,accompany
",",115273,dependent,punct,accompany
he,115274,dependent,nsubj,say
say,115275,head,ccomp,here
say,115275,head,ccomp,accompany
say,115275,head,nsubj,he
say,115275,head,punct,.
.,115276,dependent,punct,say
get,115277,head,compound:prt,up
get,115277,head,punct,.
up,115278,dependent,compound:prt,get
.,115279,dependent,punct,get
by,115280,dependent,case,rock
graham,115281,dependent,nmod:poss,rock
graham,115281,head,flat,lemon
graham,115281,head,case,'s
lemon,115282,dependent,flat,graham
's,115283,dependent,case,graham
pineapple,115284,dependent,compound,rock
rock,115285,dependent,obl,jogge
rock,115285,head,case,by
rock,115285,head,nmod:poss,graham
rock,115285,head,compound,pineapple
rock,115285,head,punct,","
rock,115285,head,nmod,elephant
",",115286,dependent,punct,rock
by,115287,dependent,case,elephant
elvery,115288,dependent,nmod:poss,elephant
elvery,115288,head,case,'s
's,115289,dependent,case,elvery
elephant,115290,dependent,nmod,rock
elephant,115290,head,case,by
elephant,115290,head,nmod:poss,elvery
jingly,115291,dependent,advmod,jogge
jogge,115292,head,obl,rock
jogge,115292,head,advmod,jingly
jogge,115292,head,punct,.
.,115293,dependent,punct,jogge
steak,115294,dependent,nsubj,sit
steak,115294,head,conj,kidney
steak,115294,head,conj,liver
steak,115294,head,conj,mash
steak,115294,head,nmod,fit
",",115295,dependent,punct,kidney
kidney,115296,dependent,conj,steak
kidney,115296,head,punct,","
",",115297,dependent,punct,liver
liver,115298,dependent,conj,steak
liver,115298,head,punct,","
",",115299,dependent,punct,mash
mash,115300,dependent,conj,steak
mash,115300,head,punct,","
",",115301,dependent,punct,fit
at,115302,dependent,case,fit
meat,115303,dependent,compound,fit
fit,115304,dependent,nmod,steak
fit,115304,head,punct,","
fit,115304,head,case,at
fit,115304,head,compound,meat
fit,115304,head,nmod,prince
for,115305,dependent,case,prince
prince,115306,dependent,nmod,fit
prince,115306,head,case,for
sit,115307,head,nsubj,steak
sit,115307,head,obj,prince
sit,115307,head,punct,.
prince,115308,dependent,obj,sit
prince,115308,head,flat,bloom
bloom,115309,dependent,flat,prince
bloom,115309,head,conj,goulding
and,115310,dependent,cc,goulding
goulding,115311,dependent,conj,bloom
goulding,115311,head,cc,and
.,115312,dependent,punct,sit
prince,115313,dependent,nsubj,raise
prince,115313,head,nmod,meat
at,115314,dependent,case,meat
meat,115315,dependent,nmod,prince
meat,115315,head,case,at
they,115316,dependent,nsubj,raise
raise,115317,head,nsubj,prince
raise,115317,head,nsubj,they
raise,115317,head,conj,drink
raise,115317,head,conj,power
raise,115317,head,punct,.
and,115318,dependent,cc,drink
drink,115319,dependent,conj,raise
drink,115319,head,cc,and
",",115320,dependent,punct,power
power,115321,dependent,conj,raise
power,115321,head,punct,","
power,115321,head,conj,cider
and,115322,dependent,cc,cider
cider,115323,dependent,conj,power
cider,115323,head,cc,and
.,115324,dependent,punct,raise
most,115325,dependent,advmod,beautiful
beautiful,115326,dependent,amod,air
beautiful,115326,head,advmod,most
tenor,115327,dependent,compound,air
air,115328,dependent,nsubj:pass,write
air,115328,head,amod,beautiful
air,115328,head,compound,tenor
ever,115329,dependent,advmod,write
write,115330,dependent,ccomp,say
write,115330,head,nsubj:pass,air
write,115330,head,advmod,ever
write,115330,head,punct,","
",",115331,dependent,punct,write
richie,115332,dependent,nsubj,say
say,115333,head,ccomp,write
say,115333,head,nsubj,richie
say,115333,head,discourse,_sonnambula._
:,115334,dependent,punct,_sonnambula._
_sonnambula._,115335,dependent,discourse,say
_sonnambula._,115335,head,punct,:
he,115336,dependent,nsubj,hear
hear,115337,head,nsubj,he
hear,115337,head,xcomp,sing
hear,115337,head,punct,.
joe,115338,dependent,nsubj,sing
joe,115338,head,flat,maas
maas,115339,dependent,flat,joe
sing,115340,dependent,xcomp,hear
sing,115340,head,nsubj,joe
sing,115340,head,obl:unmarked,night
that,115341,dependent,det,night
one,115342,dependent,nummod,night
night,115343,dependent,obl:unmarked,sing
night,115343,head,det,that
night,115343,head,nummod,one
.,115344,dependent,punct,hear
ah,115345,dependent,discourse,what
ah,115345,head,punct,","
",",115346,dependent,punct,ah
what,115347,head,discourse,ah
what,115347,head,vocative,m’guckin
what,115347,head,punct,!
m’guckin,115348,dependent,vocative,what
!,115349,dependent,punct,what
yes,115350,head,punct,.
.,115351,dependent,punct,yes
in,115352,dependent,case,way
his,115353,dependent,nmod:poss,way
way,115354,head,case,in
way,115354,head,nmod:poss,his
way,115354,head,punct,.
.,115355,dependent,punct,way
choirboy,115356,dependent,compound,style
style,115357,head,compound,choirboy
style,115357,head,punct,.
.,115358,dependent,punct,style
maas,115359,dependent,nsubj,boy
be,115360,dependent,cop,boy
the,115361,dependent,det,boy
boy,115362,head,nsubj,maas
boy,115362,head,cop,be
boy,115362,head,det,the
boy,115362,head,punct,.
.,115363,dependent,punct,boy
massboy,115364,head,punct,.
.,115365,dependent,punct,massboy
a,115366,dependent,det,tenor
lyrical,115367,dependent,amod,tenor
tenor,115368,head,det,a
tenor,115368,head,amod,lyrical
tenor,115368,head,advcl,like
tenor,115368,head,punct,.
if,115369,dependent,mark,like
you,115370,dependent,nsubj,like
like,115371,dependent,advcl,tenor
like,115371,head,mark,if
like,115371,head,nsubj,you
.,115372,dependent,punct,tenor
never,115373,dependent,advmod,forget
forget,115374,head,advmod,never
forget,115374,head,obj,it
forget,115374,head,punct,.
it,115375,dependent,obj,forget
.,115376,dependent,punct,forget
never,115377,head,punct,.
.,115378,dependent,punct,never
tenderly,115379,dependent,amod,bloom
bloom,115380,dependent,nsubj,see
bloom,115380,head,amod,tenderly
bloom,115380,head,nmod,bacon
over,115381,dependent,case,bacon
liverless,115382,dependent,amod,bacon
bacon,115383,dependent,nmod,bloom
bacon,115383,head,case,over
bacon,115383,head,amod,liverless
see,115384,head,nsubj,bloom
see,115384,head,obj,strain
see,115384,head,punct,.
the,115385,dependent,det,strain
tighten,115386,dependent,amod,strain
feature,115387,dependent,compound,strain
strain,115388,dependent,obj,see
strain,115388,head,det,the
strain,115388,head,amod,tighten
strain,115388,head,compound,feature
.,115389,dependent,punct,see
backache,115390,head,vocative,he
backache,115390,head,punct,.
he,115391,dependent,vocative,backache
.,115392,dependent,punct,backache
bright,115393,dependent,nmod:poss,eye
bright,115393,head,case,'s
's,115394,dependent,case,bright
bright,115395,dependent,amod,eye
eye,115396,head,nmod:poss,bright
eye,115396,head,amod,bright
eye,115396,head,punct,.
.,115397,dependent,punct,eye
next,115398,dependent,amod,item
item,115399,head,amod,next
item,115399,head,nmod,programme
item,115399,head,punct,.
on,115400,dependent,case,programme
the,115401,dependent,det,programme
programme,115402,dependent,nmod,item
programme,115402,head,case,on
programme,115402,head,det,the
.,115403,dependent,punct,item
pay,115404,head,obj,piper
pay,115404,head,punct,.
the,115405,dependent,det,piper
piper,115406,dependent,obj,pay
piper,115406,head,det,the
.,115407,dependent,punct,pay
pill,115408,head,conj,bread
pill,115408,head,parataxis,worth
pill,115408,head,punct,.
",",115409,dependent,punct,bread
pound,115410,dependent,amod,bread
bread,115411,dependent,conj,pill
bread,115411,head,punct,","
bread,115411,head,amod,pound
",",115412,dependent,punct,worth
worth,115413,dependent,parataxis,pill
worth,115413,head,punct,","
worth,115413,head,obj,box
a,115414,dependent,det,box
guinea,115415,dependent,compound,box
a,115416,dependent,det,box
box,115417,dependent,obj,worth
box,115417,head,det,a
box,115417,head,compound,guinea
box,115417,head,det,a
.,115418,dependent,punct,pill
stave,115419,head,obj,it
stave,115419,head,compound:prt,off
stave,115419,head,advmod,awhile
stave,115419,head,punct,.
it,115420,dependent,obj,stave
off,115421,dependent,compound:prt,stave
awhile,115422,dependent,advmod,stave
.,115423,dependent,punct,stave
sing,115424,head,advmod,too
sing,115424,head,parataxis,_down
too,115425,dependent,advmod,sing
:,115426,dependent,punct,_down
_down,115427,dependent,parataxis,sing
_down,115427,head,punct,:
_down,115427,head,nmod,men._
among,115428,dependent,case,men._
the,115429,dependent,det,men._
dead,115430,dependent,amod,men._
men._,115431,dependent,nmod,_down
men._,115431,head,case,among
men._,115431,head,det,the
men._,115431,head,amod,dead
appropriate,115432,head,punct,.
.,115433,dependent,punct,appropriate
kidney,115434,dependent,compound,pie
pie,115435,head,compound,kidney
pie,115435,head,punct,.
.,115436,dependent,punct,pie
sweet,115437,head,nmod,the
sweet,115437,head,punct,.
to,115438,dependent,case,the
the,115439,dependent,nmod,sweet
the,115439,head,case,to
.,115440,dependent,punct,sweet
not,115441,dependent,advmod,make
make,115442,head,advmod,not
make,115442,head,obj,hand
make,115442,head,punct,.
much,115443,dependent,amod,hand
hand,115444,dependent,obj,make
hand,115444,head,amod,much
hand,115444,head,nmod,it
of,115445,dependent,case,it
it,115446,dependent,nmod,hand
it,115446,head,case,of
.,115447,dependent,punct,make
good,115448,dependent,amod,value
value,115449,head,amod,good
value,115449,head,advmod,in
value,115449,head,punct,.
in,115450,dependent,advmod,value
.,115451,dependent,punct,value
characteristic,115452,head,obl,he
characteristic,115452,head,punct,.
of,115453,dependent,case,he
he,115454,dependent,obl,characteristic
he,115454,head,case,of
.,115455,dependent,punct,characteristic
power,115456,head,punct,.
.,115457,dependent,punct,power
particular,115458,head,obl,drink
particular,115458,head,punct,.
about,115459,dependent,case,drink
his,115460,dependent,nmod:poss,drink
drink,115461,dependent,obl,particular
drink,115461,head,case,about
drink,115461,head,nmod:poss,his
.,115462,dependent,punct,particular
flaw,115463,head,nmod,glass
flaw,115463,head,appos,water
flaw,115463,head,punct,.
in,115464,dependent,case,glass
the,115465,dependent,det,glass
glass,115466,dependent,nmod,flaw
glass,115466,head,case,in
glass,115466,head,det,the
",",115467,dependent,punct,water
fresh,115468,dependent,amod,water
vartry,115469,dependent,compound,water
water,115470,dependent,appos,flaw
water,115470,head,punct,","
water,115470,head,amod,fresh
water,115470,head,compound,vartry
.,115471,dependent,punct,flaw
feck,115472,head,obj,match
feck,115472,head,obl,counter
feck,115472,head,advcl,save
feck,115472,head,punct,.
match,115473,dependent,obj,feck
from,115474,dependent,case,counter
counter,115475,dependent,obl,feck
counter,115475,head,case,from
to,115476,dependent,mark,save
save,115477,dependent,advcl,feck
save,115477,head,mark,to
.,115478,dependent,punct,feck
then,115479,dependent,advmod,squander
squander,115480,head,advmod,then
squander,115480,head,obj,sovereign
squander,115480,head,punct,.
a,115481,dependent,det,sovereign
sovereign,115482,dependent,obj,squander
sovereign,115482,head,det,a
sovereign,115482,head,nmod,drib
in,115483,dependent,case,drib
drib,115484,dependent,nmod,sovereign
drib,115484,head,case,in
drib,115484,head,conj,drab
and,115485,dependent,cc,drab
drab,115486,dependent,conj,drib
drab,115486,head,cc,and
.,115487,dependent,punct,squander
and,115488,dependent,cc,want
when,115489,dependent,advmod,want
he,115490,dependent,nsubj:pass,want
be,115491,dependent,aux:pass,want
want,115492,head,cc,and
want,115492,head,advmod,when
want,115492,head,nsubj:pass,he
want,115492,head,aux:pass,be
want,115492,head,xcomp,farthing
want,115492,head,punct,.
not,115493,dependent,advmod,farthing
a,115494,dependent,det,farthing
farthing,115495,dependent,xcomp,want
farthing,115495,head,advmod,not
farthing,115495,head,det,a
.,115496,dependent,punct,want
screw,115497,head,xcomp,refuse
screw,115497,head,punct,.
refuse,115498,dependent,xcomp,screw
refuse,115498,head,xcomp,pay
to,115499,dependent,mark,pay
pay,115500,dependent,xcomp,refuse
pay,115500,head,mark,to
pay,115500,head,obj,fare
his,115501,dependent,nmod:poss,fare
fare,115502,dependent,obj,pay
fare,115502,head,nmod:poss,his
.,115503,dependent,punct,screw
curious,115504,dependent,amod,type
type,115505,head,amod,curious
type,115505,head,punct,.
.,115506,dependent,punct,type
never,115507,dependent,advmod,forget
would,115508,dependent,aux,forget
richie,115509,dependent,nsubj,forget
forget,115510,head,advmod,never
forget,115510,head,aux,would
forget,115510,head,nsubj,richie
forget,115510,head,obl:unmarked,night
forget,115510,head,punct,.
that,115511,dependent,det,night
night,115512,dependent,obl:unmarked,forget
night,115512,head,det,that
.,115513,dependent,punct,forget
as,115514,dependent,advmod,long
long,115515,head,advmod,as
long,115515,head,advcl,live
long,115515,head,punct,:
long,115515,head,advmod,never
long,115515,head,punct,.
as,115516,dependent,mark,live
he,115517,dependent,nsubj,live
live,115518,dependent,advcl,long
live,115518,head,mark,as
live,115518,head,nsubj,he
:,115519,dependent,punct,long
never,115520,dependent,advmod,long
.,115521,dependent,punct,long
in,115522,dependent,case,god
the,115523,dependent,det,god
god,115524,head,case,in
god,115524,head,det,the
god,115524,head,nmod,royal
god,115524,head,nmod,peake
god,115524,head,punct,.
of,115525,dependent,case,royal
the,115526,dependent,det,royal
old,115527,dependent,amod,royal
royal,115528,dependent,nmod,god
royal,115528,head,case,of
royal,115528,head,det,the
royal,115528,head,amod,old
with,115529,dependent,case,peake
little,115530,dependent,amod,peake
peake,115531,dependent,nmod,god
peake,115531,head,case,with
peake,115531,head,amod,little
.,115532,dependent,punct,god
and,115533,dependent,cc,note
when,115534,dependent,advmod,note
when,115534,head,punct,.
the,115535,dependent,det,note
first,115536,dependent,amod,note
note,115537,head,cc,and
note,115537,head,advmod,when
note,115537,head,det,the
note,115537,head,amod,first
.,115538,dependent,punct,when
speech,115539,dependent,nsubj,pause
pause,115540,head,nsubj,speech
pause,115540,head,obl,lip
pause,115540,head,punct,.
on,115541,dependent,case,lip
richie,115542,dependent,nmod:poss,lip
richie,115542,head,case,'s
's,115543,dependent,case,richie
lip,115544,dependent,obl,pause
lip,115544,head,case,on
lip,115544,head,nmod:poss,richie
.,115545,dependent,punct,pause
come,115546,head,compound:prt,out
come,115546,head,obl,whopper
come,115546,head,advmod,now
come,115546,head,punct,.
out,115547,dependent,compound:prt,come
with,115548,dependent,case,whopper
a,115549,dependent,det,whopper
whopper,115550,dependent,obl,come
whopper,115550,head,case,with
whopper,115550,head,det,a
now,115551,dependent,advmod,come
.,115552,dependent,punct,come
rhapsody,115553,head,nmod,damn
rhapsody,115553,head,nmod,all
rhapsody,115553,head,punct,.
about,115554,dependent,case,damn
damn,115555,dependent,nmod,rhapsody
damn,115555,head,case,about
all,115556,dependent,nmod,rhapsody
.,115557,dependent,punct,rhapsody
believe,115558,head,obj,lie
believe,115558,head,punct,.
his,115559,dependent,nmod:poss,lie
own,115560,dependent,amod,lie
lie,115561,dependent,obj,believe
lie,115561,head,nmod:poss,his
lie,115561,head,amod,own
.,115562,dependent,punct,believe
do,115563,head,advmod,really
do,115563,head,punct,.
really,115564,dependent,advmod,do
.,115565,dependent,punct,do
wonderful,115566,dependent,amod,liar
liar,115567,head,amod,wonderful
liar,115567,head,punct,.
.,115568,dependent,punct,liar
but,115569,dependent,cc,want
want,115570,head,cc,but
want,115570,head,obj,memory
want,115570,head,punct,.
a,115571,dependent,det,memory
good,115572,dependent,amod,memory
memory,115573,dependent,obj,want
memory,115573,head,det,a
memory,115573,head,amod,good
.,115574,dependent,punct,want
—,115575,dependent,punct,air
which,115576,dependent,det,air
air,115577,dependent,nsubj,that
air,115577,head,punct,—
air,115577,head,det,which
air,115577,head,punct,?
be,115578,dependent,cop,that
that,115579,head,nsubj,air
that,115579,head,cop,be
?,115580,dependent,punct,air
ask,115581,head,obj,leopold
ask,115581,head,punct,.
leopold,115582,dependent,obj,ask
leopold,115582,head,flat,bloom
bloom,115583,dependent,flat,leopold
.,115584,dependent,punct,ask
—,115585,dependent,punct,lose
_all,115586,dependent,nsubj:pass,lose
be,115587,dependent,aux:pass,lose
lose,115588,head,punct,—
lose,115588,head,nsubj:pass,_all
lose,115588,head,aux:pass,be
lose,115588,head,xcomp,now_
lose,115588,head,punct,.
now_,115589,dependent,xcomp,lose
.,115590,dependent,punct,lose
richie,115591,dependent,nsubj,cocked
cocked,115592,head,nsubj,richie
cocked,115592,head,obj,lip
cocked,115592,head,advmod,apout
cocked,115592,head,punct,.
his,115593,dependent,nmod:poss,lip
lip,115594,dependent,obj,cocked
lip,115594,head,nmod:poss,his
apout,115595,dependent,advmod,cocked
.,115596,dependent,punct,cocked
a,115597,dependent,det,banshee
low,115598,dependent,amod,banshee
incipient,115599,dependent,amod,banshee
note,115600,dependent,obl:unmarked,sweet
sweet,115601,dependent,amod,banshee
sweet,115601,head,obl:unmarked,note
banshee,115602,dependent,nsubj,murmure
banshee,115602,head,det,a
banshee,115602,head,amod,low
banshee,115602,head,amod,incipient
banshee,115602,head,amod,sweet
murmure,115603,head,nsubj,banshee
murmure,115603,head,obj,all
murmure,115603,head,punct,.
:,115604,dependent,punct,all
all,115605,dependent,obj,murmure
all,115605,head,punct,:
.,115606,dependent,punct,murmure
a,115607,dependent,det,thrush
thrush,115608,head,det,a
thrush,115608,head,punct,.
.,115609,dependent,punct,thrush
a,115610,dependent,det,throstle
throstle,115611,head,det,a
throstle,115611,head,punct,.
.,115612,dependent,punct,throstle
his,115613,dependent,nmod:poss,breath
breath,115614,dependent,nsubj,proud
breath,115614,head,nmod:poss,his
breath,115614,head,conj,birdsweet
breath,115614,head,conj,tooth
",",115615,dependent,punct,birdsweet
birdsweet,115616,dependent,conj,breath
birdsweet,115616,head,punct,","
",",115617,dependent,punct,tooth
good,115618,dependent,amod,tooth
tooth,115619,dependent,conj,breath
tooth,115619,head,punct,","
tooth,115619,head,amod,good
he,115620,dependent,nsubj,proud
be,115621,dependent,cop,proud
proud,115622,head,nsubj,breath
proud,115622,head,nsubj,he
proud,115622,head,cop,be
proud,115622,head,obl,of
proud,115622,head,advcl,flute
proud,115622,head,punct,.
of,115623,dependent,obl,proud
",",115624,dependent,punct,flute
flute,115625,dependent,advcl,proud
flute,115625,head,punct,","
flute,115625,head,obl,woe
with,115626,dependent,case,woe
plaintive,115627,dependent,amod,woe
woe,115628,dependent,obl,flute
woe,115628,head,case,with
woe,115628,head,amod,plaintive
.,115629,dependent,punct,proud
be,115630,dependent,aux:pass,lose
lose,115631,head,aux:pass,be
lose,115631,head,punct,.
.,115632,dependent,punct,lose
rich,115633,dependent,amod,sound
sound,115634,head,amod,rich
sound,115634,head,punct,.
.,115635,dependent,punct,sound
two,115636,dependent,nummod,note
note,115637,head,nummod,two
note,115637,head,nmod,one
note,115637,head,advmod,there
note,115637,head,punct,.
in,115638,dependent,case,one
one,115639,dependent,nmod,note
one,115639,head,case,in
there,115640,dependent,advmod,note
.,115641,dependent,punct,note
blackbird,115642,dependent,nsubj,hear
i,115643,dependent,nsubj,hear
hear,115644,head,nsubj,blackbird
hear,115644,head,nsubj,i
hear,115644,head,obl,valley
hear,115644,head,punct,.
in,115645,dependent,case,valley
the,115646,dependent,det,valley
hawthorn,115647,dependent,compound,valley
valley,115648,dependent,obl,hear
valley,115648,head,case,in
valley,115648,head,det,the
valley,115648,head,compound,hawthorn
.,115649,dependent,punct,hear
take,115650,dependent,advcl,twin
take,115650,head,obj,motive
my,115651,dependent,nmod:poss,motive
motive,115652,dependent,obj,take
motive,115652,head,nmod:poss,my
he,115653,dependent,nsubj,twin
twin,115654,head,advcl,take
twin,115654,head,nsubj,he
twin,115654,head,conj,turn
twin,115654,head,punct,.
and,115655,dependent,cc,turn
turn,115656,dependent,conj,twin
turn,115656,head,cc,and
turn,115656,head,obj,they
they,115657,dependent,obj,turn
.,115658,dependent,punct,twin
all,115659,dependent,det,call
most,115660,dependent,advmod,too
too,115661,dependent,advmod,new
too,115661,head,advmod,most
new,115662,dependent,amod,call
new,115662,head,advmod,too
call,115663,dependent,nsubj:pass,lose
call,115663,head,det,all
call,115663,head,amod,new
be,115664,dependent,aux:pass,lose
lose,115665,head,nsubj:pass,call
lose,115665,head,aux:pass,be
lose,115665,head,obl,all
lose,115665,head,punct,.
in,115666,dependent,case,all
all,115667,dependent,obl,lose
all,115667,head,case,in
.,115668,dependent,punct,lose
echo,115669,head,punct,.
.,115670,dependent,punct,echo
how,115671,dependent,advmod,sweet
sweet,115672,head,advmod,how
sweet,115672,head,nsubj,answer
sweet,115672,head,punct,.
the,115673,dependent,det,answer
answer,115674,dependent,nsubj,sweet
answer,115674,head,det,the
.,115675,dependent,punct,sweet
how,115676,dependent,advmod,do
be,115677,dependent,aux:pass,do
